timestamp,open,high,low,close,volume
2019-06-21,85.1600,85.7500,84.6000,85.7500,9289833
2019-06-20,84.9000,85.6700,84.4200,85.2400,6163840
2019-06-19,83.7300,83.9000,83.1400,83.5500,6217785
2019-06-18,82.7000,84.6450,82.5000,84.3000,6456476
2019-06-17,83.3400,83.4600,82.0100,82.1100,5101891
2019-06-14,83.5100,83.8550,83.0400,83.4400,4355606
2019-06-13,83.1500,83.9150,83.0450,83.6100,3383394
2019-06-12,83.4800,84.0200,82.5200,82.6300,4026188
2019-06-11,83.6500,84.3350,83.1250,83.2600,3939370
2019-06-10,83.7500,84.2000,82.4500,82.5800,4419758
2019-06-07,83.0900,83.6800,82.8100,83.4100,3891114
2019-06-06,82.7200,83.0600,82.0800,82.4500,4952974
2019-06-05,82.2900,82.9000,81.9300,82.7200,8173198
2019-06-04,79.3000,81.6500,78.7800,81.6200,7526860
2019-06-03,77.2400,78.5800,77.0800,77.9600,11665482
2019-05-31,78.0000,78.2600,77.0700,77.1400,8891080
2019-05-30,78.9200,79.7300,78.6100,79.2600,6177832
2019-05-29,80.7100,80.8600,77.7000,78.8700,10116913
2019-05-28,82.8500,83.1900,81.1300,81.2000,7927485
2019-05-24,82.2000,83.1700,82.0900,82.1600,5998980
2019-05-23,82.5000,83.0600,81.9900,82.6400,9704192
2019-05-22,82.9900,83.3400,82.7600,83.2000,5237761
2019-05-21,83.3600,83.8000,82.5100,83.6400,5762586
2019-05-20,83.8000,83.8000,82.7350,82.8500,7182345
2019-05-17,83.5100,85.5150,83.5000,84.5700,5068366
2019-05-16,84.5100,85.4000,84.2000,84.2800,6745317
2019-05-15,83.1700,84.4900,82.9400,84.0100,4862202
2019-05-14,82.7800,84.0000,82.0600,83.6700,7529248
2019-05-13,81.6500,82.6300,81.3200,82.5300,6445267
2019-05-10,82.7800,84.2700,82.1900,83.9500,5450504
2019-05-09,82.2100,83.0100,81.5355,82.9800,6336567
2019-05-08,82.4300,83.9900,82.1400,82.7700,9501257
2019-05-07,83.0200,83.6300,81.8300,82.5400,9811257
2019-05-06,83.7700,83.8700,82.8600,83.5700,12836646
2019-05-03,85.9000,86.3000,85.6950,85.7000,6798283
2019-05-02,86.2100,86.2800,84.9850,85.2700,6813740
2019-05-01,87.7300,87.9500,85.8700,85.9000,6524576
2019-04-30,88.2900,88.4000,87.2600,87.8300,7614083
2019-04-29,88.1800,88.5050,88.1300,88.2600,5008453
2019-04-26,87.9500,88.9400,87.3300,88.3100,6219557
2019-04-25,88.4000,88.5400,87.4900,87.5600,7069867
2019-04-24,87.6700,88.8241,87.4300,88.3900,8062966
2019-04-23,87.5700,87.6700,87.0092,87.4300,7513959
2019-04-22,88.3500,88.6400,87.3000,87.3600,5390519
2019-04-18,88.7600,90.0000,88.7000,89.2000,7016564
2019-04-17,87.9500,88.9700,87.4500,88.7300,5694880
2019-04-16,87.0000,87.9500,87.0000,87.8000,4652727
2019-04-15,86.8900,87.2428,86.4388,86.8300,5035211
2019-04-12,85.3000,86.4900,85.2900,86.2400,6037028
2019-04-11,84.9000,85.0500,84.2837,85.0000,3347649
2019-04-10,84.6400,85.0100,84.5600,84.8800,3918379
2019-04-09,84.2200,84.6000,83.9700,84.2800,3804527
2019-04-08,85.0100,85.2900,84.5700,84.7300,4705846
2019-04-05,86.0000,86.1600,85.0500,85.4000,7367351
2019-04-04,84.4900,85.3800,84.3600,85.2800,3660677
2019-04-03,84.9000,84.9900,84.2500,84.4700,4080926
2019-04-02,85.0000,85.2600,84.1600,84.3700,4433849
2019-04-01,85.0400,85.3200,84.7000,85.2300,6737429
2019-03-29,84.6000,84.8500,83.8600,84.2100,6492022
2019-03-28,83.9300,84.7200,83.7000,84.0400,6032651
2019-03-27,83.6900,83.8000,82.0400,83.0900,6485079
2019-03-26,83.6300,84.0900,82.9100,83.3800,9611895
2019-03-25,81.4800,83.2200,80.8900,82.3300,15558297
2019-03-22,85.2000,85.9000,82.1500,82.1900,21659776
2019-03-21,87.2400,88.1200,86.8300,88.0100,10386937
2019-03-20,87.5000,87.5800,86.0900,86.6900,5991484
2019-03-19,88.2200,88.5900,87.2900,87.6900,6642156
2019-03-18,87.3000,87.8400,87.0000,87.8200,7750711
2019-03-15,87.2200,87.6053,85.9550,86.8000,11031386
2019-03-14,86.1500,86.8800,85.7000,86.8700,5906100
2019-03-13,85.7000,86.6550,85.6000,85.9300,5037858
2019-03-12,85.7800,86.0800,85.0200,85.4300,4431552
2019-03-11,85.3900,85.9400,85.0500,85.8200,3999751
2019-03-08,84.5800,84.8800,84.0200,84.8000,4669677
2019-03-07,84.9700,85.4100,84.6600,85.2600,4321788
2019-03-06,85.6000,85.9900,85.0400,85.1300,3198110
2019-03-05,85.8800,86.2500,85.4400,85.4400,4976324
2019-03-04,87.3200,87.9900,85.1100,85.6400,7339569
2019-03-01,86.9300,87.9900,86.2400,87.1600,6315062
2019-02-28,86.0800,86.4000,85.6800,85.7300,4988146
2019-02-27,85.5300,86.2200,85.0600,86.1700,4588351
2019-02-26,85.3100,86.0800,85.2000,85.8000,6678802
2019-02-25,85.3900,85.7300,84.9600,85.1700,6229652
2019-02-22,84.2000,85.0200,84.0301,84.7600,4449747
2019-02-21,83.5700,84.1520,83.3500,83.9500,8579155
2019-02-20,84.6300,84.9500,84.3500,84.8400,6436096
2019-02-19,84.5800,85.0500,84.4600,84.5700,5105894
2019-02-15,85.4900,85.7800,85.1000,85.3800,6111250
2019-02-14,84.6100,85.1400,83.7000,84.6800,5179036
2019-02-13,84.7600,85.5900,84.7600,85.4000,5032812
2019-02-12,83.9700,84.8400,83.6200,84.7100,6290259
2019-02-11,82.9500,83.8300,82.8704,83.6800,6158533
2019-02-08,82.2500,82.7200,81.9400,82.3600,3786588
2019-02-07,82.1500,82.8450,81.7100,82.3900,4827485
2019-02-06,82.5100,82.7100,81.6400,82.7100,3682813
2019-02-05,81.9800,83.1900,81.9300,82.8600,6545577
2019-02-04,81.2200,82.0000,80.8300,81.9900,4236583
2019-02-01,81.8300,81.9000,81.1300,81.5100,5351916
2019-01-31,81.1800,81.9500,80.7100,81.8800,8599206
2019-01-30,80.4000,81.2900,80.0601,81.2800,5200226
